created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,Label
2023-10-18 03:40:50+00:00,1714486672040280109,hari ini pengumuman siapa wakil pak   tp  gk hadir krn msi di luar negeri  meminjam kata bang  justru lbh baik jokowi tdk ada supaya rakyat paham bhw ganjar amp  pdip menang adlh krna rakyat bkn krn jokowi  ganjar mahfud uda paling klop dah httpstcoddsflcufeb,4,30,92,494,in,228628424,1714486672040280109,AirinDatangLagi,https://twitter.com/AirinDatangLagi/status/1714486672040280109,Netral
2023-10-18 03:40:36+00:00,1714486613445886258,daaan inilah duo satset yang siap gaspol bawa indonesia unggul gpmmd ganjar mahfud makin pe de  ganjar presiden mahfud wakil presiden indonesia ungguuul   ganjarpresiden ganjarpranowo mahfudmd gpmmd indonesiaunggul lanjutgan karyaadalahdoa httpstcontfubmukt,49,22,220,261,in,1004015336759296000,1714486613445886258,KaryaAdalahDoa,https://twitter.com/KaryaAdalahDoa/status/1714486613445886258,Netral
2023-10-18 03:39:51+00:00,1714486422315659304,sah ganjar mahfud selamat  httpstcohnwnavmid httpstcoqbmzjcppee,12,60,194,994,in,55200751,1714486422315659304,WagimanDeep212_,https://twitter.com/WagimanDeep212_/status/1714486422315659304,Netral
2023-10-18 03:38:57+00:00,1714486196754403657,resmi ibu megawati mengumumkan ganjar mahfud httpstcolvmhskwj,4,24,130,631,in,2695463725,1714486196754403657,triwul82,https://twitter.com/triwul82/status/1714486196754403657,Netral
2023-10-18 03:38:45+00:00,1714486144627568877,resmi  selamat buat pak ganjar pranowo dan mahfud md httpstcohbczodvuid,5,28,57,245,in,947632364003368961,1714486144627568877,KangManto123,https://twitter.com/KangManto123/status/1714486144627568877,Netral
2023-10-18 03:38:44+00:00,1714486143096680928,pdi perjuangan pdip resmi mendeklarasikan mahfud md sebagai bakal calon wakil presiden cawapres pendamping ganjar pranowo di pilpres  mendatang  pengumuman mahfud md sebagai bakal cawapres ganjar pranowo dipimpin oleh ketua umum pdip megawati soekarnoputri di kantor dpp httpstcoobqdpldxj,18,227,73,427,in,55507370,1714486143096680928,tvOneNews,https://twitter.com/tvOneNews/status/1714486143096680928,Netral
2023-10-18 03:38:40+00:00,1714486125023428916,breakingnews mahfud md resmi ditetapkan jadi cawapres ganjar pranowo  pengumuman itu dibacakan langsung oleh ketum pdip megawati soekarnoputri  gt gt  httpstcokonzwmte httpstcoztjxgqakt,96,109,106,529,in,69183155,1714486125023428916,detikcom,https://twitter.com/detikcom/status/1714486125023428916,Netral
2023-10-18 03:38:30+00:00,1714486083503947876,berita yang sangat bikin lega sang pendekar hukum itu akhirnya duet dengan pak ganjar httpstcozbuly,7,102,158,1212,in,86934018,1714486083503947876,zoelfick,https://twitter.com/zoelfick/status/1714486083503947876,Netral
2023-10-18 03:38:24+00:00,1714486056106729879,yessss    puji tuhannnn  terimakasih bu mega   ganjar pranowo amp  mahfud md     untuk indonesia maju httpstcopwsaogk,3,17,56,324,in,1464448807429623817,1714486056106729879,PreciosaKanti,https://twitter.com/PreciosaKanti/status/1714486056106729879,Netral
2023-10-18 03:38:13+00:00,1714486011756212718,  s a h   y a   g a e s s prof mahfud md cawapres mas ganjar pranowo  yukk  fokus aja kita menangkan ganjar mahfud   ,8,92,173,752,in,1529491450605768704,1714486011756212718,StefanAntonio__,https://twitter.com/StefanAntonio__/status/1714486011756212718,Netral
2023-10-18 03:37:57+00:00,1714485946815828408,sah ganjar mahfud  httpstcoecwakpsll,15,62,351,989,in,84221579,1714485946815828408,narkosun,https://twitter.com/narkosun/status/1714485946815828408,Netral
2023-10-18 03:37:53+00:00,1714485926964158829,bismillah ganjar  mahfud pasangan yg jujur bersih lurus punya integritas amp  rekam jejak yg baik pasangan nasionalis  religius pengalaman amp  rekam jejak adalah kelebihannya untuk rakyat indonesia httpstcozbncelshf,26,348,440,2615,in,45602536,1714485926964158829,GunRomli,https://twitter.com/GunRomli/status/1714485926964158829,Netral
2023-10-18 03:37:34+00:00,1714485847310192647,sah ganjar mahfud httpstcotzobbhcre,2,11,36,108,in,2755262034,1714485847310192647,kesittt,https://twitter.com/kesittt/status/1714485847310192647,Netral
2023-10-18 03:36:37+00:00,1714485608213819482,breakingnews mahfud md resmi jadi bakal cawapres ganjar pranowo di pilpres  httpstcozcyemhnv,273,446,397,1676,in,17128975,1714485608213819482,CNNIndonesia,https://twitter.com/CNNIndonesia/status/1714485608213819482,Netral
2023-10-18 03:36:10+00:00,1714485496876089675,menko polhukam ri mahfud md resmi menjadi bakal calon wakil presiden  mendampingi ganjar pranowo  download metroxtend sekarang di play store dan app store  ganjarmahfud ganjarpranowo mahfudmd pdip httpstcooftajrsfo,8,38,31,154,in,57261519,1714485496876089675,Metro_TV,https://twitter.com/Metro_TV/status/1714485496876089675,Netral
2023-10-18 03:35:38+00:00,1714485361760702938,partai pdi perjuangan beserta koalisi resmi mendeklarasikan ganjar pranowo  mahfud md sebagai pasangan bakal capres dan bakal cawapres di pemilu  deklarasi ini digelar di kantor dpp pdip jakarta pusat pada rabu   breakingnewskompastv pemilu rumahpemilu httpstcoqiletvzx,22,180,113,576,in,71436318,1714485361760702938,KompasTV,https://twitter.com/KompasTV/status/1714485361760702938,Netral
2023-10-18 03:35:36+00:00,1714485352831074774,breakingnews resmi mahfud md jadi cawapres ganjar pranowo  mahfud md resmi ditetapkan jadi cawapres ganjar pranowo pengumuman itu dibacakan langsung oleh ketum pdip megawati soekarnoputri  gt gt  httpstcokonzwmte  detikcom,410,571,566,2309,in,69183155,1714485352831074774,detikcom,https://twitter.com/detikcom/status/1714485352831074774,Netral
2023-10-18 03:35:31+00:00,1714485334225133658,breaking news   pdip resmi mengumumkan mahfud md sebagai bakal calon wakil presiden cawapres ganjar pranowo  menurut lo gimana eramania  httpstcofelswtdg,79,126,139,741,in,903229236051247104,1714485334225133658,eradotid,https://twitter.com/eradotid/status/1714485334225133658,Netral
2023-10-18 03:35:22+00:00,1714485295918567739,breakingnews  ketua umum pdi perjuangan megawati soekarnoputri mengumumkan mahfud md sebagai bakal calon wakil presiden bacawapres pendamping ganjar pranowo di pemilu presiden pilpres   pengumuman disampaikan di kantor dpp pdip jalan diponegoro no  jakarta pusat httpstcojtxchivmq,141,151,218,654,in,1158355819512991747,1714485295918567739,NarasiNewsroom,https://twitter.com/NarasiNewsroom/status/1714485295918567739,Netral
2023-10-18 03:35:13+00:00,1714485255854592279,wow mantul bener akhirnya yang di tunggu tunggu duet juga nih ganjar mahfud  cocok banget si ini jadi capres dan cawapres semoga berjalan dengan lancar yaa dan kami percaya indonesia bakal terus maju ganjarmahfud httpstcofboeekyum,2,256,245,274,in,1353029606551351298,1714485255854592279,satriarafisky,https://twitter.com/satriarafisky/status/1714485255854592279,Positif
2023-10-18 03:35:10+00:00,1714485244441866624,orang madura nih bosss gak ada takutnya  aku sih ganjar mahfud ya klw km httpstcosszcrxoz,12,79,110,677,in,228628424,1714485244441866624,AirinDatangLagi,https://twitter.com/AirinDatangLagi/status/1714485244441866624,Netral
2023-10-18 03:34:29+00:00,1714485072139805048,bismillahirrahmanirrahim  ganjarmahfud   ,560,1718,1018,2003,in,1255722169,1714485072139805048,Prihati_utami,https://twitter.com/Prihati_utami/status/1714485072139805048,Netral
2023-10-18 03:33:40+00:00,1714484868846100847,satu hal yang pasti dua tokoh ini belumtidak pernah melakukan penculikan  ganjar mahfud  cc    httpstcofknkbvc,3,22,110,354,in,1174287141909590017,1714484868846100847,seruanhl,https://twitter.com/seruanhl/status/1714484868846100847,Netral
2023-10-18 03:33:37+00:00,1714484853130105216,ganjar mahfud gaspol  pdip hattrick ganjaruntuksemua httpstcobdzjbcf,3,20,92,436,in,1159475566069731331,1714484853130105216,BiLLRaY2019,https://twitter.com/BiLLRaY2019/status/1714484853130105216,Netral
2023-10-18 03:28:22+00:00,1714483531882365184,diy yogyakarta pun deklarasi ganjar mahfud hari ini   sebentar lagi akan ada deklarasi yg sama di provinsi senusantara pendukung anies dan prabowo dapat dipastikan bakal kejangkejang liat kejutan ini  dan silent mayority pun akan bangkit liat pasangan ideal seperti ini httpstcopzmqev,5,184,186,855,in,1128649413633560577,1714483531882365184,HusinShihab,https://twitter.com/HusinShihab/status/1714483531882365184,Positif
2023-10-18 03:25:37+00:00,1714482840740708766,melipir karena takut lawannya ganjar mahfud  kasihan amat opa ulik dapatnya newbie model erick thohir yang cuma ngandelin gimmick di medsos  yang sempat menyakiti hati ibu semoga masih ada kesempatan  makanya jangan ngikutin gaya politik budiman sudjatmiko  httpstcoqwcyyeyliy,12,108,115,582,in,214159664,1714482840740708766,Paltiwest,https://twitter.com/Paltiwest/status/1714482840740708766,Netral
2023-10-18 03:22:57+00:00,1714482171896119555,musuh para koruptor  ganjar mahfud sudah terbukti integritas dan rekam jejaknya tegas terhadap korupsi pungli dan gratifikasi  wujudkan indonesia bersih dari korupsi di bawah kepemimpinan pasangan ganjar mahfud httpstcogdhnmaji,4,19,85,268,in,4200694752,1714482171896119555,Ari3Pras,https://twitter.com/Ari3Pras/status/1714482171896119555,Netral
2023-10-18 03:22:23+00:00,1714482027012227583,moga kgak sebut ganjar mahfud bakal apes kalo didukung mbah ngamien muehehehe httpstcotbhoqrpeu,16,147,80,637,in,55200751,1714482027012227583,WagimanDeep212_,https://twitter.com/WagimanDeep212_/status/1714482027012227583,Netral
2023-10-18 03:20:14+00:00,1714481485703692519,tebak calon cawapares mas ganjar yang bener jadi kader  httpstcoxxbjlkoddl,8,102,8,333,in,808244774469677057,1714481485703692519,PolJokesID,https://twitter.com/PolJokesID/status/1714481485703692519,Netral
2023-10-18 03:17:18+00:00,1714480749435650163,ada yg bertanya ke saya  bang kenapa ngga nunggu jokowi balik baru umumkan cawapres kan jokowi lbh baik ikut saya jawab begini  justru lbh baik jokowi tidak ada supaya rakyat paham bahwa ganjar dan pdi p menang adalah karena rakyat bkn krn jokowi,2,25,33,198,in,1618043836110090241,1714480749435650163,ferdinand_mpu,https://twitter.com/ferdinand_mpu/status/1714480749435650163,Netral
2023-10-18 03:17:11+00:00,1714480720134226288,bu mega sudah datang pak mahfud sudah hadir tim pemenangan dan ketua umum partai koalisi sudah hadir  detik deklarasi pasangan ganjar mahfud  httpstcokheqksnfx,1,7,22,208,in,84221579,1714480720134226288,narkosun,https://twitter.com/narkosun/status/1714480720134226288,Netral
2023-10-18 03:15:53+00:00,1714480393217548385,ganjar mahfud  pasangan tegas dalam melawan korupsi  gaskeun  httpstcoymbyubz,4,10,41,146,in,214159664,1714480393217548385,Paltiwest,https://twitter.com/Paltiwest/status/1714480393217548385,Netral
2023-10-18 03:15:34+00:00,1714480313274118383,menjemput kemenangan ganjar mahfud untuk indonesia lebih baik    mari kita berjuang bersama seperti kita menghantar pak jokowi menjadi presiden     kalo ada yang berbeda pilihan mari kita samasama beradu gagasan dan prestasi caprescawapres kita masing httpstcoxapqihplu,2,116,219,681,in,494972033,1714480313274118383,Gus_Raharjo,https://twitter.com/Gus_Raharjo/status/1714480313274118383,Netral
2023-10-18 03:15:33+00:00,1714480308563923285,sinau mengasah hati dan pikiran httpstcoobmbxuqcg,372,2363,2065,6656,in,109762193,1714480308563923285,ganjarpranowo,https://twitter.com/ganjarpranowo/status/1714480308563923285,Netral
2023-10-18 03:15:20+00:00,1714480255094939844,pak ganjar pranowo dan pak mahfud adalah sosok pemimpin yang samasama tidak memiliki beban masa lalu  ganjar mahfud  cc  httpstcoalnvdnwhm,4,12,77,220,in,1174287141909590017,1714480255094939844,seruanhl,https://twitter.com/seruanhl/status/1714480255094939844,Netral
2023-10-18 03:13:42+00:00,1714479841159065876,ganjar mahfud bersih tegas sederhana  merakyat   mboten korupsi  mboten ngapusi  ganjar nasionalis wong jowo akhiran  satriopiningit  pengalaman  th dpr x   gubernur jawa teng x banyak prestasi u rakyat  mahfud agamais pengalaman lama  di pemerintahan menkopolhukam dll ahli httpstcosphzgjkuu,3,16,66,206,in,1637841258231271424,1714479841159065876,Ganjar_Mahfud08,https://twitter.com/Ganjar_Mahfud08/status/1714479841159065876,Netral
2023-10-18 03:12:34+00:00,1714479557024399473,pemimpin sederhana bersih tegas bernyali dan merakyat musuh para koruptor dan kelompok radikal  mereka adalah ganjar mahfud    kabar baik hari ini adalah tiupan semangat menuju pesta demokrasi bacapres idaman kita ganjar pranowo yang dideklarasikan jelang hari raya idul httpstcowbxiwns,18,121,295,1178,in,154435354,1714479557024399473,ch_chotimah2,https://twitter.com/ch_chotimah2/status/1714479557024399473,Netral
2023-10-18 03:11:33+00:00,1714479298944598129,  ray rangkuti mahfud md cawapres untuk ganjar sudah terang benderang  menteri koordinator politik hukum dan keamanan  diyakini sebagai sosok m yang akan menjadi bakal calon wakil presiden untuk calon presiden   pernyataan itu httpstcohwlpbdyd,5,6,26,120,in,435004096,1714479298944598129,Aryprasetyo85,https://twitter.com/Aryprasetyo85/status/1714479298944598129,Netral
2023-10-18 03:10:56+00:00,1714479146745958432,pak  sudah tiba di kantor dpp  dan sebentar lagi akan diumumkan sebagai pasangan capres dan cawapres   ganjar mahfud ga ada lawan  httpstcozhoarapr,3,22,80,438,in,84221579,1714479146745958432,narkosun,https://twitter.com/narkosun/status/1714479146745958432,Netral
2023-10-18 03:10:08+00:00,1714478944358207827,pendukung ganjar yg mo mutualan sm gue    mangga di persilahkan   kalo polbek dr profile kdg d batasi jd mending polbek dr komen   rakyatbersamaganjar ,14,280,141,851,in,1604408934525464576,1714478944358207827,xquitavee,https://twitter.com/xquitavee/status/1714478944358207827,Netral
2023-10-18 03:08:38+00:00,1714478566463984003,ternyata cawapres pak ganjar adalah pak mahfud gassskeunlah ganjar mahfud  httpstcoftcmuxcyw,2,10,55,237,in,919616833002512385,1714478566463984003,SahabatSaber,https://twitter.com/SahabatSaber/status/1714478566463984003,Netral
2023-10-18 03:08:14+00:00,1714478465779712070,mahfud md dinilai akan dominan di isu penegakan hukum bila jadi wapres ganjar httpstcokwzpztzyq temponasional,100,258,45,179,in,18129942,1714478465779712070,tempodotco,https://twitter.com/tempodotco/status/1714478465779712070,Netral
2023-10-18 03:07:50+00:00,1714478366672445788,paket lengkap nih bos  berpengalaman bersih cendekiawan amp  intelektual tokoh agama amp  hukum jujur merakyat tegas tegas kpd khilafah amp  radikalisme dekat dgn semua kelompok pancasilais sejati  ganjar pranowo dan mahfud md utk masa depan indonesia maju  httpstcopbdofhkqtf,3,9,41,109,in,1186243531037270017,1714478366672445788,msobri99,https://twitter.com/msobri99/status/1714478366672445788,Netral
2023-10-18 03:06:44+00:00,1714478090775339239,cocok nih pak ganjar mahfud untuk memimpin indonesia capres dan cawapres tinggal tunggu didaftarkan ke kpu httpstcooesllqye,2,10,35,131,in,919616833002512385,1714478090775339239,SahabatSaber,https://twitter.com/SahabatSaber/status/1714478090775339239,Netral
2023-10-18 03:06:33+00:00,1714478041706254493,   kabar baik hari ini adalah tiupan semangat menuju pesta demokrasi bacapres idaman kita  yang dideklarasikan dan sudah resmi dipasangkan dengan   menko polhukam yang memiliki banyak kecocokan dengan ganjar   tentu dipilihnya httpstcomnpyzvbna,3,3,46,169,in,435004096,1714478041706254493,Aryprasetyo85,https://twitter.com/Aryprasetyo85/status/1714478041706254493,Netral
2023-10-18 03:06:19+00:00,1714477982612594834,koruptor bakal keringat dingin jika pak mahfud jadi wakil presiden indonesia hukuman mati buat koruptor bisa jadi akan diterapkan selain juga dimiskinkan  pak mahfud memang ahli hukum bukan kalengkaleng  ganjar mahfud pasangan ideal untuk indonesia lebih baik  httpstcorszadflyn,107,676,314,1543,in,84221579,1714477982612594834,narkosun,https://twitter.com/narkosun/status/1714477982612594834,Positif
2023-10-18 03:05:56+00:00,1714477887531917362,ganjar anti korupsi mahfud anti korupsi ganjar berani mahfud berani  ganjar mahfud memang bkn dari kalangan militer tapi keberaniannya mengalahkan mantan jendral yg prnh kabur keluar negeri httpstcoycircxlz,1,7,43,185,in,228628424,1714477887531917362,AirinDatangLagi,https://twitter.com/AirinDatangLagi/status/1714477887531917362,Netral
2023-10-18 03:05:19+00:00,1714477734351737193,hari ini hari bahagia  temanteman pendukung ganjar mahfud yg belum sy follback rt dan like aja twet sy ini  bersama kita menuju hattrick menang pilpres hattrick bikin kelompok radikal menangis lagi  semangat menuju indonesia emas bersama orangorang baik terimakasih httpstcowuibka,69,476,1240,3683,in,154435354,1714477734351737193,ch_chotimah2,https://twitter.com/ch_chotimah2/status/1714477734351737193,Netral
2023-10-18 03:04:37+00:00,1714477557725479099,keren mantap top   ganjar mahfud  bersih tegas sederhana dan merakyat  kabar baik hari ini adalah tiupan semangat menuju pesta demokrasi bacapres idaman kita ganjar pranowo yang dideklarasikan jelang hari raya idul fitri sudah resmi dipasangkan dengan mahfud md menko httpstcouqwzqkehh,8,28,159,534,in,382522068,1714477557725479099,_Rizmaya__,https://twitter.com/_Rizmaya__/status/1714477557725479099,Positif
2023-10-18 03:04:25+00:00,1714477504445268113,fix yaaa  ganjar mahfud httpstcojfqjbfugo,2,9,67,239,in,2695463725,1714477504445268113,triwul82,https://twitter.com/triwul82/status/1714477504445268113,Netral
2023-10-18 03:04:20+00:00,1714477486460072217,duet ganjar mahfud  pasangan capres cawapres  paling top  paling bersih dan mematikan dalam pemberantasan korupsi  mari berjuang untuk memenangkan orang baik dan benar  httpstcoqhenwpwzz,5,18,79,269,in,506059176,1714477486460072217,Urrangawak,https://twitter.com/Urrangawak/status/1714477486460072217,Positif
2023-10-18 03:02:15+00:00,1714476959982567710,wakil ketua tim pemenangan nasional tpn ganjar presiden hasto kristiyanto mengatakan bahwa ganjar pranowo merupakan satusatunya bakal calon presiden yang mau tidur di rumah rakyat itulah salah satu alasan mengapa rakyat memilih ganjar dan menjadi pemimpin idola rakyat httpstcobtokonkr,23,173,414,334,in,1566945307170045954,1714476959982567710,BelengguBhiru,https://twitter.com/BelengguBhiru/status/1714476959982567710,Netral
2023-10-18 03:01:44+00:00,1714476830873514358,udah deh  ganjar mahfud duet terbaik untuk memimpin negeri ini httpstcokbnmrkzn,56,747,721,1180,in,1056828120538406912,1714476830873514358,Arti_SebuahRasa,https://twitter.com/Arti_SebuahRasa/status/1714476830873514358,Netral
2023-10-18 03:01:03+00:00,1714476657694962087,sosok yang jujurberanitegasdan taat konstitusi cocok jika mendampingi pak ganjar sebagai  cawapres   ganjar mahfud  httpstcoloxoqyjla,1,4,51,199,in,1168705905015148546,1714476657694962087,BungkusTukang,https://twitter.com/BungkusTukang/status/1714476657694962087,Netral
2023-10-18 03:00:53+00:00,1714476618603978811,ganjar mahfud  keduanya pasangan yg pas utk bisa saling bersinergi di nkri ini  ganjar pranowo yg selama ini kita lihat adl sosok yg tegas thd korupsi demikian juga dg mahfud md  lihat rekam jejak mereka berdua kita butuh pasangan ini utk indonesia menjadi indonesia emas  httpstcoretkclzqca,3,56,418,717,in,250614155,1714476618603978811,DiniHrdianti,https://twitter.com/DiniHrdianti/status/1714476618603978811,Netral
2023-10-18 03:00:32+00:00,1714476530183901458,yang paling substansial dalam diri manusia adalah hati bersih atau kotornya hati akan berdampak pada perilakunya  bersyukur atas dipilihnya orang berhati bersih sebagai cawapresnya    lanjut perjuangan kita untuk memenangkan orangorang baik amp  benar ganjar mahfud httpstcownixfoydpu,0,546,379,427,in,1404050771637784578,1714476530183901458,Muhayya__,https://twitter.com/Muhayya__/status/1714476530183901458,Netral
2023-10-18 03:00:31+00:00,1714476523112239139,pasangan ideal  ganjar mahfud sama sosok yang bersihjujurtegassederhanamerakyat dan taat konstitusi httpstcoewgnlkqizx,0,12,42,165,in,1168705905015148546,1714476523112239139,BungkusTukang,https://twitter.com/BungkusTukang/status/1714476523112239139,Positif
2023-10-18 03:00:11+00:00,1714476441457611148,siapa yang setuju ganjar mahfud berpasangan   sini kumpul guys  httpstcotzdselxlu,12,141,229,1099,in,1168705905015148546,1714476441457611148,BungkusTukang,https://twitter.com/BungkusTukang/status/1714476441457611148,Netral
2023-10-18 03:00:06+00:00,1714476419823399161,se indonesia menantikan pukul  wib luar biasa asa menuju indonesia emas  gaspoll remblong ganjar pranowo  mahfud md  httpstcormetsivssa,4,28,89,447,in,1180541549643304960,1714476419823399161,DavidWijaya82,https://twitter.com/DavidWijaya82/status/1714476419823399161,Netral
2023-10-18 03:00:05+00:00,1714476416258240568,wihh ganjar mahfud pasangan yang cocok banget nih aku sih yess banget httpstcookkmfc,1,576,337,483,in,1166952992538411008,1714476416258240568,itscinat,https://twitter.com/itscinat/status/1714476416258240568,Netral
2023-10-18 03:00:04+00:00,1714476412537831806,ganjar mahfud pasangan capres dan cawapres yg ditakuti para koruptor karena ketegasannya  pemimpin bersih dan berintegritas pasangan yg ideal untuk indonesia lebih maju menyambut indonesia emas   httpstcovylqcxqbj,0,10,36,153,in,84221579,1714476412537831806,narkosun,https://twitter.com/narkosun/status/1714476412537831806,Positif
2023-10-18 03:00:02+00:00,1714476400642511197,ganjar mahfud gak ada lawan   mereka tak punya beban masa lalu koruptor melipir antipancasilais tersingkir   httpstcokwkfmnbq,11,62,161,682,in,2542665199,1714476400642511197,YRadianto,https://twitter.com/YRadianto/status/1714476400642511197,Netral
2023-10-18 02:59:12+00:00,1714476191300698564,  salah satu alasan gue setuju prof mahfud md jadi cawapres ganjar pranowo  supaya amisnya putusan mk kemaren bisa dibongkar tuntas ketika prof mmd sdh menjabat nanti  muak bener gua  politisi kita demi kekuasaan sampe melakukan cara cara gak etis  mau dibawa kemana httpstcoizwzgbic,35,977,324,2126,in,1529491450605768704,1714476191300698564,StefanAntonio__,https://twitter.com/StefanAntonio__/status/1714476191300698564,Netral
2023-10-18 02:58:57+00:00,1714476129669767532,ganjar pranowo dan mahfud md jadi harapan baru dan bersiap jadi pemimpin indonesia tahun  melanjutkan perjuangan pak jokowi   sahabatganjar ganjarpranowo ganjar generasigotongroyong ganjarpresiden ganjaruntuksemua httpstcovmiljygw,2,18,63,337,in,1101696077147729920,1714476129669767532,03__nakula,https://twitter.com/03__nakula/status/1714476129669767532,Netral
2023-10-18 02:56:13+00:00,1714475442504372415,mahfud md menjadi cawapres mendampingi ganjar pranowo adalah jawaban atas sikap mengambang dan manuver politik jokowi yang membuat pendukungnya bereaksi   kami tegak lurus pada nkri kepada bangsa dan negara bukan kepada pribadi orang perorang,0,10,20,110,in,1618043836110090241,1714475442504372415,ferdinand_mpu,https://twitter.com/ferdinand_mpu/status/1714475442504372415,Netral
2023-10-18 02:51:54+00:00,1714474354778706316,suasana pagi ini di kantor dpp pdip menjelang pengumuman cawapres pendamping ganjar pranowo httpstcoktkqxcnc,4,15,42,259,in,821859629034409985,1714474354778706316,KakekHalal,https://twitter.com/KakekHalal/status/1714474354778706316,Netral
2023-10-18 02:41:46+00:00,1714471807015862586,inilah kenapa saya mendukung pasangan ganjar mahfud untuk menjadi presiden dan wakil presiden indonesia di    sosok yang sederhanajujurberanitegasmerakyat dan taat konstitusi httpstcookcmzlhwl,2,21,92,373,in,1168705905015148546,1714471807015862586,BungkusTukang,https://twitter.com/BungkusTukang/status/1714471807015862586,Netral
2023-10-18 02:20:52+00:00,1714466546796695793,jiwa muda indonesia  ya gasspoll ganjar mahfudgama  httpstcotqmzrcv,1,10,20,126,in,1605181161499947009,1714466546796695793,AlfatihDhany,https://twitter.com/AlfatihDhany/status/1714466546796695793,Netral
2023-10-18 02:18:31+00:00,1714465953743086019,hayoocawapres ganjar mas mbak apa mahfud md,3,60,11,132,in,60406679,1714465953743086019,iwanfals,https://twitter.com/iwanfals/status/1714465953743086019,Netral
2023-10-18 02:16:58+00:00,1714465563182055821,pengamat  apa yg sebabkan mahfud layak dicalonkan sbg cawapres ganjar   saya  beliau yang paling siap dibanding cawapres lainnya  pengamat  siap dari sisi apa ya  saya  bajunya tak perlu diukur ulang  httpstcouolybufkpq,5,18,59,161,in,227320530,1714465563182055821,hipohan,https://twitter.com/hipohan/status/1714465563182055821,Netral
2023-10-18 02:13:16+00:00,1714464634642776403,ganjar mahfud prabowo erick  all jokowis men  buat group arisan yg ngarep gibran ,7,92,95,629,in,379288910,1714464634642776403,pengarang_sajak,https://twitter.com/pengarang_sajak/status/1714464634642776403,Netral
2023-10-18 02:12:02+00:00,1714464321781313776,bacapres ganjar pranowo paling memahami persoalanpersoalan di tingkat desa karena selama ganjar menjadi gubernur jawa tengah sukses membangun desadesa di wilayah tersebut  pembangunan suatu negara seharusnya memang dimulai dari membangun mikro yaitu dari keluarga baru httpstcoqwhmxy,3,5,74,242,in,382522068,1714464321781313776,_Rizmaya__,https://twitter.com/_Rizmaya__/status/1714464321781313776,Netral
2023-10-18 02:10:21+00:00,1714463900761198855,walau saya bukan pendukung ganjar tapi kalo jadi ganjar berduet dg mahfud keren sih tinggal kita dorong mereka terus perang melawan korupsi respect httpstcoznksyjw,28,305,57,518,in,1647786833148018691,1714463900761198855,adearmando61,https://twitter.com/adearmando61/status/1714463900761198855,Netral
2023-10-18 02:01:08+00:00,1714461579079761998,kiamat  jika benar ganjar  mahfud ini artinya kiamat akan tiba bagi   para koruptor  para mafia  para pelaku intoleran anti pancasila  ini pasangan paling gila yang pernah dimiliki indonesia untuk membasmi penyakit kronis bangsa indonesia  korupsi dan intoleransi httpstcovbcktri,17,178,207,867,in,904714474132606977,1714461579079761998,HensuAja,https://twitter.com/HensuAja/status/1714461579079761998,Netral
2023-10-18 01:57:42+00:00,1714460716353327450,saya dukung untuk indonesia  ganjar adalah sosok mewakili rakyat dan punya visi kerakyatan marhaenis  mahfud adalah sosok yg punya banyak kapasitas yg pada akhirnya bisa lebih trengginas menggilas koruptor dan intoleran  selamat httpstcowpugvarm,6,12,28,164,in,1618043836110090241,1714460716353327450,ferdinand_mpu,https://twitter.com/ferdinand_mpu/status/1714460716353327450,Netral
2023-10-18 01:57:23+00:00,1714460635994763448,merdeka   menindaklanjuti arahan sekjen dpp partai mengundang bapakibu pada acara pengumuman calon wakil presiden pendamping ganjar pranowo capres pemilu  yang diusung pdi perjuangan ppp partai hanura dan partai perindo,1,6,31,214,in,214159664,1714460635994763448,Paltiwest,https://twitter.com/Paltiwest/status/1714460635994763448,Netral
2023-10-18 01:44:37+00:00,1714457421895418197,  bikin laper aja gaesss   gasskeun laah ganjar  mahfud   ,1,27,53,193,in,1529491450605768704,1714457421895418197,StefanAntonio__,https://twitter.com/StefanAntonio__/status/1714457421895418197,Netral
2023-10-18 01:37:35+00:00,1714455653568352702,jelang pengumuman cawapres ganjar mahfud md kunjungi rumah dinas maruf amin httpstconveqbldf,2,18,22,143,in,71436318,1714455653568352702,KompasTV,https://twitter.com/KompasTV/status/1714455653568352702,Netral
2023-10-18 01:32:01+00:00,1714454254445023679,pak mahfud itu memang mumpuni di situasi politik saat ini beliau tepat dijadikan cawapres ganjar,0,11,28,130,in,1303615921550835712,1714454254445023679,RaniKancana,https://twitter.com/RaniKancana/status/1714454254445023679,Netral
2023-10-18 01:29:50+00:00,1714453702990495938,tuhan memberkati orang yang jujur inisial m semoga mahfud md doa kami menyertai bapak untuk menjadi pendamping pak ganjar pranowo salam pancasila httpstcoaqnrgyxto,9,17,80,312,in,731376028585594880,1714453702990495938,SimanjuntakElly,https://twitter.com/SimanjuntakElly/status/1714453702990495938,Netral
2023-10-18 01:12:21+00:00,1714449303727698308,core of the core ahlinya ahli pernah di  jenis kekuasaan yang berbeda kalo jadi nih jam  nanti maka beliau akan menjadi partner yang sangat melengkapi ganjar pranowo  httpstcowjiwuysr,4,21,46,201,in,980685208969031680,1714449303727698308,SantorinisSun,https://twitter.com/SantorinisSun/status/1714449303727698308,Netral
